0 23823.1240
5000 23217.3324
10000 23579.8034
15000 23056.9863
20000 22945.4870
25000 22967.1209
30000 23475.5174
35000 23364.6365
40000 23001.6142
45000 23061.4629
50000 23017.7773
55000 23148.7583
60000 23144.2086
65000 22832.6578
70000 23181.6400
75000 23493.3314
80000 23040.7323
85000 23286.4620
90000 23313.1760
95000 23115.3782
100000 23106.1199
105000 23169.5199
110000 23101.8913
115000 23140.4731
120000 22978.5994
125000 23080.3500
130000 22969.7267
135000 23009.7308
140000 23226.2788
145000 23152.3182
150000 23369.4567
155000 22801.8470
160000 23089.3270
165000 23412.4802
170000 23219.8480
175000 23219.7126
180000 23918.0189
185000 23101.6761
190000 22818.2505
195000 23200.3443
200000 23198.0965
205000 23041.5499
210000 23388.9853
215000 23262.7460
220000 23175.1264
225000 22936.2713
230000 22911.8132
235000 23193.7904
240000 23210.5032
245000 23289.4667
250000 23228.3060
255000 23252.6574
260000 23105.5634
265000 23146.1730
270000 23067.9249
275000 22851.4461
280000 23259.9193
285000 23224.4135
290000 23152.3298
295000 23180.3737
300000 23235.6840
305000 23181.4297
310000 23155.8936
315000 23386.1425
320000 22860.5069
325000 23482.2249
330000 23131.5643
335000 22965.1577
340000 22915.8766
345000 23548.4489
350000 23107.8578
355000 23403.8429
360000 23147.3101
365000 23596.5683
370000 23017.1139
375000 22813.8201
380000 23118.1832
385000 23550.6132
390000 23349.3353
395000 22946.1066
400000 23322.9071
405000 22897.0139
410000 23444.3471
415000 22804.7814
420000 23329.2047
425000 23484.5942
430000 23091.3736
435000 22998.5634
440000 23368.0463
445000 23203.1301
450000 22982.3360
455000 23069.3870
460000 23400.2709
465000 22922.5238
470000 23359.8328
475000 23315.7619
480000 23465.3573
485000 22838.9243
490000 23569.0829
495000 23254.0734
500000 22931.8203

