0 -6173.2182
5000 -5035.7766
10000 -4956.6677
15000 -5007.8943
20000 -5008.6974
25000 -5051.0424
30000 -4942.2303
35000 -4964.2994
40000 -5012.1638
45000 -4977.7402
50000 -4972.0057
55000 -4954.5884
60000 -4972.1339
65000 -5006.2062
70000 -4975.4373
75000 -5009.3023
80000 -4998.5377
85000 -4951.5376
90000 -4903.8089
95000 -5009.6577
100000 -4963.5126
105000 -4987.6371
110000 -4978.2066
115000 -5002.1835
120000 -4974.7781
125000 -4933.6987
130000 -4982.3295
135000 -4952.5875
140000 -4950.5366
145000 -5071.0250
150000 -5018.0249
155000 -4957.0693
160000 -4961.7720
165000 -4958.5255
170000 -4972.5707
175000 -4909.2504
180000 -4955.3960
185000 -4945.4325
190000 -4992.0420
195000 -4989.5830
200000 -5021.1586
205000 -4905.9143
210000 -4899.3396
215000 -4973.1573
220000 -5007.8066
225000 -4996.4576
230000 -4927.9651
235000 -4932.7320
240000 -4963.0172
245000 -4920.4655
250000 -4907.0325
255000 -4936.4139
260000 -4984.7464
265000 -4983.1241
270000 -4961.3339
275000 -4957.1927
280000 -4980.3820
285000 -4975.5381
290000 -5039.3194
295000 -4939.4877
300000 -5008.7530
305000 -4982.3922
310000 -4997.1576
315000 -4959.0444
320000 -5005.6313
325000 -4945.9349
330000 -4966.5192
335000 -4961.2323
340000 -5011.8471
345000 -4964.2905
350000 -4990.1643
355000 -4975.3970
360000 -4972.7568
365000 -4946.6273
370000 -4973.8646
375000 -5026.3688
380000 -4982.9665
385000 -4967.5961
390000 -4907.1005
395000 -4984.6696
400000 -4936.3177
405000 -4935.8251
410000 -4965.6141
415000 -4978.1732
420000 -5013.9343
425000 -4959.8544
430000 -4947.1605
435000 -5006.5346
440000 -4929.3051
445000 -4967.8194
450000 -5004.2640
455000 -4978.8674
460000 -4943.9710
465000 -4990.0356
470000 -4957.7635
475000 -4933.1232
480000 -4961.6231
485000 -5013.3068
490000 -4940.3647
495000 -4963.9591
500000 -4982.3847

