0 557.0291
5000 -822.4877
10000 -528.8675
15000 -232.2324
20000 -430.3780
25000 -161.6103
30000 -585.3731
35000 -739.0349
40000 -367.3557
45000 15.5662
50000 -386.4150
55000 -448.4621
60000 -47.2745
65000 -165.8815
70000 -470.4802
75000 -539.8468
80000 -30.4338
85000 -906.3762
90000 16.9804
95000 80.7996
100000 -191.0991
105000 -735.2908
110000 -526.4095
115000 391.8906
120000 115.4279
125000 -353.9739
130000 96.2675
135000 567.6962
140000 -248.4516
145000 -577.9961
150000 -459.5998
155000 -187.5919
160000 -154.0555
165000 167.0462
170000 -422.1932
175000 34.4140
180000 -1273.0526
185000 -520.1731
190000 94.7138
195000 -744.5673
200000 -239.4221
205000 202.2939
210000 226.3440
215000 -407.1420
220000 -516.4124
225000 29.4811
230000 -32.9387
235000 -113.9731
240000 -532.4137
245000 -296.6222
250000 6.4289
255000 126.0171
260000 -58.6310
265000 -598.5187
270000 -438.7014
275000 630.2722
280000 -446.0070
285000 -492.0388
290000 -447.5662
295000 233.0344
300000 -734.1592
305000 -320.4080
310000 -30.9683
315000 -265.0847
320000 349.6136
325000 13.8903
330000 99.6288
335000 -60.8762
340000 -468.8146
345000 -88.6176
350000 -79.2105
355000 587.5476
360000 124.1786
365000 -413.0359
370000 -524.3817
375000 608.4592
380000 -58.6654
385000 -878.5836
390000 -449.3877
395000 -782.7723
400000 -524.3632
405000 -148.2248
410000 -719.2961
415000 -393.1079
420000 -275.3621
425000 -457.0115
430000 230.1003
435000 -10.8778
440000 -83.5938
445000 -7.8342
450000 -1125.3124
455000 -0.2673
460000 -587.3571
465000 -393.9658
470000 -301.4093
475000 149.1326
480000 -653.7879
485000 217.2123
490000 -419.4325
495000 -260.7701
500000 -417.9236

